question,answer,contexts,used_reranker,k_init,top_n,num_initial_docs,num_final_docs,runtime_seconds,factuality_score,question_type,ground_truths,context_precision,faithfulness,answer_relevancy,context_recall,answer_correctness,answer_similarity
What was a significant ideological division within French elites regarding European cooperation?,"Original Answer:  The significant ideological division within French elites regarding European cooperation was between those who favored a strong, geographically limited European Economic Community (EEC) and those who preferred broader and weaker institutional options.","['1950s is an immense task. I surmount this problem by focusing on the pivotal caseofFrench strategic choices. Experts agree that European cooperation took the shape\nit did in the 1950s—the institutionally strong, geographically limited EEC—above\nall because the French government demanded it. The preferences of the other mainactors (Germany, Britain, Benelux) summed to favor broader and weaker institu-tional options. I show that rather than reﬂecting structural or institutional pressures,French insistence on the EEC resulted from community-minded leadership. Alter-native confederal or traditional French strategies were strongly represented and at\nleast as viable domestically and internationally and would have oriented European\nbargaining to different outcomes. The differences between the EEC and thesealternatives display the range across which French community ideas mattered.\nIdeas and the “How Much?” Problem', 'to assemble support. Similarly, public opinion polls never contrasted policy options.They show mainly that many voters liked “Europe,” but knew little of Europeanalternatives. Nonetheless, I submit, the evidence strongly supports my analysis.\nThe section ﬁrst presents how a new French debate emerged in the late 1940s.\nThen it narrates the French choices leading to the ECSC, EDC, and EEC. Finally,it considers why, if only “community” ideas led France to the EEC, these institu-tions survived when Charles de Gaulle brought “traditional” ideas to power in 1958.\nThree Models of French Interests\nImmediately after World War II, French elites largely agreed on their basic\nEuropean strategy. Their primary goal was to keep Germany weak while rebuildingFrench strength. Their means were direct controls on occupied Germany, bolsteredby alliances and economic cooperation with other European powers.\n32The advent\nof the Cold War in 1946–47, however, partly blocked this strategy. The United', 'changed their positions. The 1952 realignment reﬂected no broad shift on Europeanissues. The public was ill-informed about the EDC and its alternatives.\n69Neither\nbefore nor after 1952 did any substantive agreement on European policies help unitethe governing coalition; the Independents and Radicals who led governments from1952 to 1955 were the groups most divided over Europe. Instead, the EDC drew its\nsupport consistently from minority groups in each of the governing parties. It roseand fell as they obtained and lost agenda control on the other issues that dominated\ncoalition building.\nThe extent to which the EDC vote cross-cut French politics was remarkable.\nDaniel Lerner has shown that it lacked a regional pattern.\n70Erling Bjøl has\n66. Alphand 1977, 228.\n67. Fauvet 1957, 163.68. See Irving 1973, 170; Elgey 1993, 2:329–79; Mayeur and Milza 1993; Lerner and Aron 1957, 9;\nand Fauvet 1957, 137.']",False,10,3,10,3,1.168309211730957,0.367081880569458,reasoning,['The division between supporters of supranational institutions and those favoring traditional diplomatic approaches.'],0.9999999999666668,1.0,0.998215950048419,1.0,0.2162304988987787,0.8649219955951151
What was the primary aim of the Rome Treaty established in 1957?,"Eyewitness: I can see that the primary goal of the Rome Treaty, established in 1957, was to create a customs union by reducing internal tariffs and establishing a common external tariff. The High Authority, a supranational authority, was set up to oversee the process.","['This prompted the Soviet Union  to form the Warsaw Pact  in 1955, allowing it to enforce its standing in Eastern Europe .\nThe attempt to turn the Saar protectorate  into a ""European territory"" was rejected by a referendum in 1955. The Saar was to have been governed by a statute\nsupervised by a European Commissioner reporting to the Council of Ministers of the Western European Union .\nAfter the failed attempts at creating defence (European Defence Community) and political communities (European Political Community), leaders met at the\nMessina Conference  and established the Spaak Committee  which produced the Spaak report . The report was accepted at the Venice Conference  (29 and 30 May\n1956), which decided to organise an Intergovernmental Conference . The Intergovernmental Conference on the Common Market and Euratom  focused on\neconomic unity , leading to the Treaties of Rome  being signed in 1957 – this established the European Economic Community  (EEC) and the European Atomic', '6\nwithin the six member nations, although France and Germany largely drove the project.\nFrance wished to mobilize German capital and know-how.  The Federal Republic,\nconversely, wished to develop nuclear energy use, but could only do so within an\ninternational context so as to avoid arousing concerns with its wartime past.  Efficiencies of\nscale also provided a sound economic rationale for cooperation.  And without entrenched\ndomestic bureaucracies, international cooperation was easier to come by than in other, more\nestablished sectors of the economy.\nThe Rome treaty also established the European Economic Community (EEC) proper,\nwhich would later become synonymous with the entire integration project.   It aimed to\nachieve, first, a customs union – the reduction of internal tariffs and the creation of a\ncommon external tariff.  Second, it targeted the issues of unfair competition and subsidies,\nand thus tried to begin the process that would lead towards a true common market.', 'these products across borders; limit subsidies to these sectors; and establish a common\nexternal tariff.   A supranational authority (the High Authority) would supervise the process.\nThe idea of regulating coal and steel production meshed well with the French penchant for\ndirigisme , or government planning and intervention.  Moreover, once again reflecting the\nsecurity dimensions of the process, coal and steel were considered essential elements for any\npotential military buildup, suggesting the benefits for supranational monitoring of these\nsectors.\nThe Treaty of Rome established the European Atomic Energy Community (Euratom)\nin 1957.  Euratom established a joint effort to develop the peaceful use of nuclear energy']",False,10,3,10,3,1.0303261280059814,0.5331196188926697,factual,"['The primary aim of the Rome Treaty was to establish the European Economic Community (EEC) and achieve a customs union, which included the reduction of internal tariffs and the creation of a common external tariff.']",0.99999999995,1.0,0.996162425618051,1.0,0.5318432381641225,0.9273729526564896
Why did France walk out of European deliberations during the 1960s?,Original Answer: I don't know.,"['one of the founding states and one of the premier economies in Europe, the European project\nfaced collapse.\nA compromise solution emerged in January 1966 which was dubbed the Luxembourg\nCompromise.  In reality, though, the compromise reflected a French victory.   Majority\nvoting would be practiced except on ""important matters.""  The individual states, however,\nwould determine what issues should be labeled as ""important,"" and hence individual states\nretained a de facto veto right.  In this sense, vertical integration, the move to greater\nsupranationality rather than intergovernmental decision making, suffered a serious setback.', 'to assemble support. Similarly, public opinion polls never contrasted policy options.They show mainly that many voters liked “Europe,” but knew little of Europeanalternatives. Nonetheless, I submit, the evidence strongly supports my analysis.\nThe section ﬁrst presents how a new French debate emerged in the late 1940s.\nThen it narrates the French choices leading to the ECSC, EDC, and EEC. Finally,it considers why, if only “community” ideas led France to the EEC, these institu-tions survived when Charles de Gaulle brought “traditional” ideas to power in 1958.\nThree Models of French Interests\nImmediately after World War II, French elites largely agreed on their basic\nEuropean strategy. Their primary goal was to keep Germany weak while rebuildingFrench strength. Their means were direct controls on occupied Germany, bolsteredby alliances and economic cooperation with other European powers.\n32The advent\nof the Cold War in 1946–47, however, partly blocked this strategy. The United', 'cally absurd and politically costly accord. Neither de Gaulle nor Erhard would haveagreed that had the EEC not existed before 1963, it would have had to be invented.This does not mean that subsequent choices for a community Europe would havebeen impossible. We cannot reliably trace counterfactuals very far. But the distinctcause I have highlighted—the assertion of community ideas in France in the1950s—decided the outcome across three widely different Europes in the 1960s,and probably across even more divergent futures in subsequent decades.\nConclusions\nThe Origins of the European Union\nThis argument does not imply that objective structures are unimportant in EU\nhistory. Structural accounts are correct to note broad trends toward liberalization and\n128. Until then, French farmers’ organizations favored extending the transition-period provisions for\nbilateral contracts. Neville-Rolfe 1984, 116.']",False,10,3,10,3,0.6743195056915283,0.3117117285728454,reasoning,"['France walked out of European deliberations due to tensions over losing veto rights, as the French government insisted on maintaining national prerogative and autonomy, clashing with the supranational tendencies of other EEC members.']",0.99999999995,,0.0,1.0,0.4323262571038863,0.7293050284155452
What compromise was reached in January 1966 to resolve the tensions between France and other EEC member states?,"I remember the Luxembourg Compromise being reached in January 1966 as a way to resolve tensions between France and other EEC member states. It allowed for majority voting except on ""important matters,"" with each state determining what issues should be labeled as such, effectively giving them a de facto veto right. This compromise reflected a French victory and resulted in a move towards greater intergovernmental decision making rather than supranationality.

Eyewitness: Today, we can see that the Luxembourg Compromise was a significant moment in European history, as it marked a shift away from strict supranationalism and towards more flexible decision-making processes that took into account the needs and concerns of individual member states.","['one of the founding states and one of the premier economies in Europe, the European project\nfaced collapse.\nA compromise solution emerged in January 1966 which was dubbed the Luxembourg\nCompromise.  In reality, though, the compromise reflected a French victory.   Majority\nvoting would be practiced except on ""important matters.""  The individual states, however,\nwould determine what issues should be labeled as ""important,"" and hence individual states\nretained a de facto veto right.  In this sense, vertical integration, the move to greater\nsupranationality rather than intergovernmental decision making, suffered a serious setback.', 'that both leaders decided on this compromise before the geopolitical crises in Suez and Hungary. Ku ¨sters\n1986, 285–304; Milward 1992, 215; Bossuat 1996, 324; and Moravcsik 1998, 119.\n112. FFM, DE-CE 613, 21 April 1956. Service de coope ´ration e ´conomique, Note: marche ´ commun;\nGirault 1989, 371–72; Frank 1992; and Mahant 1969, 94, 105, 148.\n113. FFM, DE-CE 613, 19 October 1956. DREE. Note pour Monsieur Clappier. Objet: l’inte ´gration\neurope ´enne de la zone franc.\n114. Lynch 1997, 204.Origins of the EU 71', '1950s is an immense task. I surmount this problem by focusing on the pivotal caseofFrench strategic choices. Experts agree that European cooperation took the shape\nit did in the 1950s—the institutionally strong, geographically limited EEC—above\nall because the French government demanded it. The preferences of the other mainactors (Germany, Britain, Benelux) summed to favor broader and weaker institu-tional options. I show that rather than reﬂecting structural or institutional pressures,French insistence on the EEC resulted from community-minded leadership. Alter-native confederal or traditional French strategies were strongly represented and at\nleast as viable domestically and internationally and would have oriented European\nbargaining to different outcomes. The differences between the EEC and thesealternatives display the range across which French community ideas mattered.\nIdeas and the “How Much?” Problem']",False,10,3,10,3,1.6278531551361084,0.5338180661201477,factual,"[""The compromise reached was dubbed the Luxembourg Compromise, allowing majority voting except on 'important matters,' which individual states could define, thus retaining a de facto veto right.""]",0.9999999999,0.6,0.8837709499241786,1.0,0.663491336591119,0.9396796320787622
How did the economic landscape of the UK influence its decision to join the European Community in 1973?,"Eyewitness: I can confirm that the economic landscape of the UK did not significantly influence its decision to join the European Community in 1973. Instead, political motives and the desire for democratic transformation played a more significant role in the UK's decision to join the EEC.","['9\nEuropean markets.  Thus, in 1973 the United Kingdom, together with Denmark and Ireland,\nentered the European Community.\nThe democratic revolutions sweeping Southern Europe in the 1970s would provide\nanother impetus for membership extension, demonstrating again that political motives as well\nas economic ones drove European integration.  Greece led the way.  Previously ruled by a\nmilitary junta, Greece had renounced its membership in the Council of Europe when it had\nbeen found guilty of egregious human rights violations.  A democratic revolution in 1974\nswept away the ruling dictatorship, a revolution partially inspired by pressure on the Junta by\nthe EEC and the Council of Europe.  Thus, although Greece was hardly economically\ncompatible with the other nine members, it was granted membership status in 1981 to lock in\nthe democratic transformation – a policy that would be repeated in the future, and that would', 'was again fundamental. Community deals reshaped Europe’s axis from Franco-\nBritish entente to Franco-German partnership.133\nWhat are the broad implications for the EU literature? This evidence is histori-\ncally incomplete; it does not show (or even imply) that the EEC led inevitably totoday’s EU, or that confederal or traditional choices in the 1950s would have madesubsequent choices for EU-like institutions impossible. Further research on the1970s, 1980s, and 1990s, which I present elsewhere, is necessary to assess the fullcausal role of ideas in EU history.\n134But this account lays the foundations for a\nstrongly revisionist, ideational view of that entire story. Structural pressures andinstitutional dynamics allowed for several very different kinds of cooperation inpostwar Europe. This EU resulted—and other concrete possibilities did not—\nbecause certain leaders advanced a contested ideological agenda past their dividedcompatriots.\nShowing Ideas as Causes', 'excluded themselves from the EEC. The Common Market was thus a very useful\nplatform for de Gaulle’s European plans. In the absence of the EEC, as Gaullistattacks on the treaty before 1958 made clear, a supranational economic communitywas the lastway he would have conceived of separating the British from Europe.\n122\nBut given the EEC, he could exclude the British and win continental support in one\nstroke. Thus de Gaulle’s rally to the EEC was an attempt to pursue his ownEuropean strategy within an institutional context constructed by his pro-communitypredecessors. Perceived imperatives in trade or agriculture apparently played littlerole in his decision.\n123The two most detailed French accounts agree. Raymond\nPoidevin, author of the more careful archival study, ﬁnds that “Between May and\nDecember 1958, General de Gaulle became interested in Europe primarily due to theheritage left him by the Fourth Republic.”\n124The exhaustive contemporary study by']",False,10,3,10,3,1.0973997116088867,0.4270116090774536,reasoning,"['The UK decided to join the European Community in 1973 as its stagnating economy contrasted sharply with the booming post-war reconstruction on the continent, leading to a realization that Commonwealth connections could not substitute for access to European markets.']",0.99999999995,1.0,0.9648705506307176,1.0,0.6023941902996837,0.9095767611987348
What role did the Common Agricultural Policy (CAP) play in the integration of European countries?,"Original Answer:  The Common Agricultural Policy (CAP) played a key role in the integration of European countries by addressing the concerns of the agricultural sector, which feared job losses and greater external competition due to integration. The CAP was a well-organized interest group that employed about 8% of the population and constituted a reliable constituency base for center-right parties, who were also the ones most inclined to favor greater liberalization for finished industrial goods. The absence of a Common Market would have undercut de Gaulle's leverage to acquire the CAP, as French farmers and de Gaulle's government finally began to perceive interests in agricultural arrangements beyond bilateral contracts.","['have a bearing on later claims by post-communist countries for the same treatment.\nC. The Key Importance of the Agricultural Compromise.\nAside from the agreements to liberalize trade among the member states, a key\ncomponent of European integration hinged on the Common Agricultural Policy (CAP),\nwhich originated in 1962.  The agricultural sector feared that integration would lead to job\nlosses and expose farmers to greater external competition.  Traditionally a well-organized\ninterest group, the agricultural sector still employed about 8 % of the population, and, in\ncountries such as France, even more.  Moreover, the farmers constituted a reliable\nconstituency base for the center-right parties, who were also the ones most inclined to favor\ngreater liberalization for finished industrial goods.  These parties could thus ill afford to\naffront their loyal supporters by reducing protectionist measures in agriculture.', '28\nAPPENDIX\nWEB SITES OF MAPS AND RESOURCES RELEVANT TO THE EUROPEAN\nUNION AND ITS DEVELOPMENT\nArchives:\nHistorical Archives of the European Communities:\nhttp://wwwarc.iue.it\n""Eurhistar"" - This is the catalog of the archive collection of the European University\nInstitute, in Florence, Italy. It includes bibliographic references (not the actual\ndocuments) to official works by such institutions as the EEC, the European\nCommunity’s Economic and Social Committee, the European Coal and Steel\nCommunity, and the European Parliament.\nCommon Agricultural Policy (CAP):\nhttp://www.bized.ac.uk/search/seahome.htm\nType in Common Agricultural Policy in search line to retrieve:\nSummary description of the CAP; Britain and Agricultural Policy; How CAP Works;\nThe Effect of CAP on Exports of Meat and Livestock; Cost of CAP- a description of\nhow monies are raised from member states, etc.', 'The absence of a Common Market would in turn have undercut de Gaulle’s\nleverage to acquire a Common Agricultural Policy (CAP). By late 1960, as Frenchsurpluses grew, French farmers and de Gaulle’s government ﬁnally began toperceive interests in agricultural arrangements beyond bilateral contracts.\n128But\nFrench demands alone were not sufﬁcient to create the CAP; as de Gaulle’s foreignminister wrote, “In no other domain were the partners’ positions so divergent, their\ninterests so contradictory.”\n129In an EEC-less Europe, de Gaulle would have lacked\nthe central tactic he used to extract the CAP from the reluctant Germans after 1961:threats to destroy the Common Market. Even with this leverage, the CAP talks from']",False,10,3,10,3,2.2995710372924805,0.5186559557914734,reasoning,"['The CAP aimed to stabilize agricultural markets and protect farmers from external competition, facilitating political support for further integration by ensuring that farmers, a significant interest group, received compensation in exchange for liberalizing trade in industrial goods.']",0.9999999999666668,1.0,0.9721260710606,1.0,0.5839584070797995,0.9240689224368454
What landmark case established the principle of 'direct effect' in European law?,"Eyewitness: I remember hearing about the Costa v. Enel 1964 case, which is considered a landmark in establishing the principle of 'direct effect' in European law. It was a significant moment in legal history that set a precedent for future cases.","['national courts need not interpret it.  Individuals could directly appeal to Community law if\nthe content of that law gave individuals certain rights or obligations.  The case thus\nestablished the principle of ""direct effect.""\nA subsequent ruling (Costa v. Enel 1964, case 6/64) added another key component of\nEuropean law: the principle of ""supremacy.""  In this case, the Italian government had\nnationalized a utility company, Edison Volta.   A stockholder of the company opposed the\nnationalization and refused to pay his bill, arguing that the Italian action contravened\nCommunity law.   The defendant, the Italian government, adhered to the dualist theory of\ninternational law: an international agreement needs to be transformed into national law by the\ngovernment before it can have effect.  Domestic law could supersede international law if it\nwas of a more recent date. The ECJ held against the Italian government, and adopted the', 'The five most common types of cases are: \n• References for a preliminary ruling (article 234 TEC); \n• Actions for failure to fulfil an ob ligation (articles 226 and 227 TEC); \n• Actions for annulment (article 230 TEC); \n• Actions for failure to act (article 232 TEC); \n• Actions for damages (article 235 TEC).\n23 \nThe Court has proved to be of crucial importance for the European integration process. In the \npast a series of Court rulings established the primacy of Community law over national law. This principle is implicit in the treaties, but only the Court made it explicit. The Court also established the direct applicability (or ‘direct  effect’) of EU law. As a consequence,  Community \nlaw can directly impose obligations on individuals  but also confer rights on them, which they \ncan invoke before national and Community courts. Thus ‘direct effect’ allows them to take \nadvantage of Community provisions regardless of their transposition into national law. Both the', 'EU Criminal Law and Justice , by M. Fletcher and R. Lööf, with B. Gilmore\n(Cheltenham: Edward Elgar, 2008, ISBN9781845426972); xic +235pp., £65.00 hb.\nThis work considers the legal and institutional frameworks underpinning EU criminal\nlaw and justice. As its authors successfully demonstrate, this ﬁeld suffers not only\nfrom a contradictory set of guiding principles, but the absence of a broader theoretical\nframework. EU Criminal Law and Justice develops this critique, but does not attempt\nto provide an encyclopaedic guide to relevant legislation.\nFletcher, Lööf and Gilmore do not purport to explain the missing theoretical\njustiﬁcation for EU action. Instead, their critique in chapter 1 focuses on demon-\nstrating difﬁculties with various justiﬁcations that have been presented thus far. In\nso doing, they demonstrate ﬂaws in the application of spillover theory to this ﬁeld.\nChapter 2 outlines key issues that arise from the EU institutions’ involvement, but']",False,10,3,10,3,0.8896644115447998,0.5147988796234131,factual,"[""The landmark case that established the principle of 'direct effect' was Van Gend and Loos (case 26/62), where the European Court of Justice ruled that individuals could appeal directly to Community law if it granted them rights or obligations.""]",0.99999999995,1.0,0.9889886455156136,1.0,0.5225717180485794,0.8902868721943172
What were the consequences of the Luxembourg Compromise for the integration process of the European Union?,"Original Answer: The Luxembourg Compromise, which was a compromise solution that emerged in January 1966 to address the collapse of the European project, had serious consequences for the integration process of the European Union. Despite the horizontal extension of membership and the expansion of the European Court's domain in the 1970s, true integration required further vertical integration and a move toward supranational decision-making. The compromise reflected a French victory, as majority voting would be practiced except on ""important matters,"" and individual states determined what issues should be labeled as ""important."" This meant that vertical integration suffered a serious setback, as individual countries could unilaterally veto policies they deemed important, avoiding costly domestic adjustments. The move toward greater integration and supranationality started to pick up steam in the 1980s due to a coincidence of several factors, including opposition to traditional dirigiste policies in France.","['one of the founding states and one of the premier economies in Europe, the European project\nfaced collapse.\nA compromise solution emerged in January 1966 which was dubbed the Luxembourg\nCompromise.  In reality, though, the compromise reflected a French victory.   Majority\nvoting would be practiced except on ""important matters.""  The individual states, however,\nwould determine what issues should be labeled as ""important,"" and hence individual states\nretained a de facto veto right.  In this sense, vertical integration, the move to greater\nsupranationality rather than intergovernmental decision making, suffered a serious setback.', 'With the Luxembourg Compromise, the European integration effort had suffered a\nserious setback.  Despite the horizontal extension of membership and the expansion of the\nEuropean Court\'s domain in the 1970s, true integration required further vertical integration,\nand a move toward supranational decision-making.  As long as individual countries could\nunilaterally veto policies that they deemed ""important,"" national governments could avoid\ncostly domestic adjustments.  Some solution to the veto prerogative had to be found.  By the\n1980s, the move toward greater integration and supranationality started to pick up steam.\nA coincidence of several factors made this possible.  In France, Mitterrand\'s Socialist\ngovernment faced considerable opposition to its attempts to implement traditional dirigiste', 'Differentiated integration\nEuropean Union']",False,10,3,10,3,2.499372720718384,0.7367066144943237,reasoning,"[""The consequences of the Luxembourg Compromise included a setback for vertical integration and supranational decision-making, as it allowed individual states to retain veto rights over 'important matters,' hindering deeper integration.""]",0.9999999999666668,1.0,0.8518681847665791,1.0,0.5192121990025771,0.9339916531531658
"In what year was the European Community renamed the European Union, and what were the key agreements leading up to this change?","I remember the European Community being renamed the European Union in 1993. The key agreements leading up to this change were the Maastricht Treaty (1992) and the treaties of Amsterdam (1997), Nice (2001), and Lisbon (2007). These treaties created a single legal entity out of the European Union's three pillars, including foreign and home affairs, and led to the creation of the single European currency, the euro.

Eyewitness: Today, I can see that the European Union has grown significantly since its inception, with 27 member states and a strong presence on the global stage. The euro is widely accepted as a legitimate currency, and the EU continues to play an important role in shaping international trade and politics.","['The Frankish Empire at its greatest\nextent, ca. 814 ADHistory of the European Union\nThe European Union  is a geo-political  entity , created in 1993, covering a large portion of the European continent . It is founded upon numerous treaties and has\nunder gone expansions and secessions that have taken it from six member states  to 27, a majority of the states in Europe.\nSince the beginning of the institutionalised modern European integration in 1948, the development of the European Union has been based on a supranational\nfoundation that would ""make war unthinkable and materially impossible""[1][2] and reinforce democracy amongst its members[3] as laid out by Robert Schuman\nand other leaders in the Schuman Declaration  (1950) and the Europe Declaration  (1951). This principle was at the heart of the European Coal and Steel\nCommunity  (ECSC) (1951), the Treaty of Paris (1951) , and later the Treaty of Rome  (1957) which established the European Economic Community  (EEC) and', 'About this Reader \nThe Ever-Changing Union  provides a concise overview of the EU’s history, its institutional \nstructures and the European decision-making pro cesses. As such, its aim is not to cover the \nbreadth or complexity of information that can  now be found in a growing number of EU text \nbooks, but within this overview the reader s hould find all the information required to gain \naccess to a complex institutional system that h as been changing ever since its creation.  \nIn the first section the European integration pro cess is described from its beginnings in the early \n1950s to the current ratification problems of the Treaty of Lisbon. A second part presents the \nEU’s main institutions with their distinct f eatures and a third explains how these institutions \ninteract within the European decision-making process as a whole. In addition, this Reader \nincludes an overview of fundamental principl es of the European integration process, a', 'the European Atomic Energy Community  (EAEC). The Maastricht Treaty  (1992) created the European Union  with its pillars system , including foreign and\nhome affairs alongside the European Communities . This in turn led to the creation of the single European currency , the euro (launched 1999). The ECSC\nexpired in 2002. The Maastricht Treaty  has been amended by the treaties of Amsterdam  (1997), Nice  (2001) and Lisbon  (2007), the latter merging the three\npillars into a single legal entity , though the EAEC has maintained a distinct legal identity despite sharing members and institutions.\nThe known world in Ancient Greece  was differentiated into three landmass es: Asia, ""Libya "" (Africa ) and Europe , giving rise to identifying the Europea n\nlandmass as a coherent area, a continent .\nThe European landmass was populated and territorialized by many long before its conceptualization as a coherent continent. But the Roman Empire , an empire']",False,10,3,10,3,1.8075511455535889,0.4951833486557007,factual,['The European Community was renamed the European Union in 1992 following the signing of the Single European Act (SEA) in 1986 and the Maastricht Treaty.'],0.8333333332916666,1.0,0.0,1.0,0.6017979001750413,0.9071916007001652
How did the theories of neorealism and neoliberalism explain European cooperation?,"Eyewitness: I can see that the situation has changed significantly since the time of neorealism and neoliberalism. Today, we have to consider not only the balance of power between states but also the influence of domestic forces and tensions on cooperation. Political entrepreneurs and domestic actors play a crucial role in shaping policies and preferences.","['was again fundamental. Community deals reshaped Europe’s axis from Franco-\nBritish entente to Franco-German partnership.133\nWhat are the broad implications for the EU literature? This evidence is histori-\ncally incomplete; it does not show (or even imply) that the EEC led inevitably totoday’s EU, or that confederal or traditional choices in the 1950s would have madesubsequent choices for EU-like institutions impossible. Further research on the1970s, 1980s, and 1990s, which I present elsewhere, is necessary to assess the fullcausal role of ideas in EU history.\n134But this account lays the foundations for a\nstrongly revisionist, ideational view of that entire story. Structural pressures andinstitutional dynamics allowed for several very different kinds of cooperation inpostwar Europe. This EU resulted—and other concrete possibilities did not—\nbecause certain leaders advanced a contested ideological agenda past their dividedcompatriots.\nShowing Ideas as Causes', '21\nexplain European cooperation by a common threat: the need to balance the Warsaw Pact.\nMoreover, the American security guarantee diminished tensions between the West European\nstates themselves. Hence, West European states could more easily cooperate and focus on\nabsolute gains rather than pursue relative gains vis-à-vis  each other.5\nNeorealists, furthermore, tend to emphasize the relative balance of power between the\ncooperating states.   According to hegemonic stability theory, cooperation depends on the\npresence of a dominant state to overcome collective action problems and prevent the other\nstates from pursuing short run self-interest.  American leadership in security affairs, and\nregional leadership by Germany in economic affairs, are thus key ingredients of European\nintegration.6\nNeoliberals agree with their neorealist counterparts that states a priori have certain\npreferences.  Contrary to neorealists, however, they see states as being largely propelled by', '22\nA third theoretical orientation takes issue with the unitary-state assumptions of\nneorealism and neoliberalism.  Instead, scholars in this vein argue that one must disentangle\nthe domestic forces and tensions behind particular policies.  Various domestic actors might\nhave security and/or economic concerns in mind, and one must inductively examine what\ntheir preferences are and how they try to advance them.  The preferences of and calculations\nby political entrepreneurs and domestic actors are necessary components of any complete\nexplanation.\nOne might thus explain the Single European Act by the convergence in political\noutlook of Mitterrand, Thatcher, and Kohl in the early 1980s.  One could also argue, more\ngenerally, that political leaders focus on the provision of public goods so as to maximize their\nchances for re-election.  Since expansion of the European market provided efficiency gains,\npolitical leaders had strategic incentives to supply such policies.8']",False,10,3,10,3,1.3073439598083496,0.4486205279827118,multi_hop,"['Neorealism explained European cooperation as a response to a common threat, emphasizing the balance of power and the need for survival, while neoliberalism focused on the pursuit of economic gains through reduced trade barriers and enhanced cooperation, suggesting that states act in their self-interest for absolute gains.']",0.49999999995,1.0,0.8171922883787704,0.3333333333333333,0.2192758962231362,0.877103584892545
